"lat","lon","created","text","language","n_followers","n_tweets","user_location"
0,0,"2014-07-03 19:41:41","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",221,10621,""
0,0,"2014-07-05 23:27:15","so much for up DCFC are 10 thats what TdF","en",8,37,"Markington, North Yorks "
53.796498,-1.56265,"2014-07-05 15:13:28","and that will be the end of the we need","en",50,323,"Hampshire now Yorkshire later"
51.518744,-0.142934,"2014-07-07 10:00:35","Epic cycling Did a of TdF stage 2 today amp","en",2303,4510,"London...where else!"
51.541511,-0.086531,"2014-07-06 15:21:55","but this As its my first Tour de France Im","cy",268,1291,"London"
0,0,"2014-06-30 13:42:20","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",4481,60036,"Peebles"
51.476808,-0.280997,"2014-07-05 11:14:44","Hello today was was in York I am a amp","en",1997,5203,"London"
51.491262,-0.191935,"2014-07-06 13:06:46","here we are at Ripleycastle http","en",233,8057,"Huntingdonshire"
53.396337,-3.176321,"2014-06-06 08:14:36","Another great day tdf http","en",309,29235,"Wirral"
53.961872,-1.082793,"2014-07-05 10:56:32","C Froome R Porte G Thomas B Eisel M Nieve","en",115,236,"Kent"
53.978276,-1.507744,"2014-07-07 00:28:11","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",149,3801,"The Shire or the M6"
51.732918,0.210683,"2014-07-07 19:31:55","so much for up DCFC are 10 thats what TdF","en",180,1109,""
51.6884,-0.207064,"2014-07-04 14:24:45","and that will be the end of the we need","en",237,980,""
53.850283,-1.622636,"2014-07-05 21:41:52","Epic cycling Did a of TdF stage 2 today amp","en",13,6,"Leeds"
52.205075,0.119522,"2014-07-07 07:45:58","but this As its my first Tour de France Im","en",14,367,"Lincolnshire"
52.070887,0.179153,"2014-07-07 19:09:16","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",505,1066,"Cambridgeshire/Saffron Walden"
53.423937,-1.55204,"2014-07-06 12:15:39","Hello today was was in York I am a amp","en",985,1380,"The Peak District"
51.406409,0.054498,"2014-07-05 18:38:17","here we are at Ripleycastle http","en",1891,2595,"London"
53.867145,-1.919514,"2014-07-06 08:31:31","Another great day tdf http","en",1130,1738,"~in a bubble~"
53.928289,-1.801818,"2014-07-04 22:53:48","C Froome R Porte G Thomas B Eisel M Nieve","en",171,14566,"leeds"
53.795982,-1.249432,"2014-07-05 23:56:21","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",665,1484,"Sherburn in Elmet, North Yorks"
53.583963,-2.210449,"2014-07-03 11:13:32","so much for up DCFC are 10 thats what TdF","en",171,4200,"Manchester"
53.838342,-1.804403,"2014-07-06 10:03:12","and that will be the end of the we need","en",1881,23094,"Bradford, UK"
50.847507,-1.2134,"2014-07-14 12:49:09","Epic cycling Did a of TdF stage 2 today amp","en",64,233,"Fareham"
51.968446,0.45009,"2014-07-06 08:26:45","but this As its my first Tour de France Im","en",550,14775,"iPhone: 52.204567,0.118805"
0,0,"2014-07-06 16:08:20","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","cy",68,10085,"On a plane "
0,0,"2014-07-05 12:33:51","Hello today was was in York I am a amp","en",155,504,"Glasgow | Nottingham"
50.892908,-0.011414,"2014-07-05 10:53:05","here we are at Ripleycastle http","en",409,3055,"Lewes UK"
51.137876,1.299044,"2014-07-04 19:41:14","Another great day tdf http","en",591,7981,"Lives, works in dover england"
0,0,"2014-06-30 12:28:30","C Froome R Porte G Thomas B Eisel M Nieve","en",1159,6208,"Usually out running"
0,0,"2014-06-08 13:36:01","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",1825,106619,"The Church of Nairo Quintana"
53.994665,-1.541268,"2014-06-17 17:57:06","so much for up DCFC are 10 thats what TdF","en",160,2649,"Buckinghamshire in the UK"
53.307008,-1.375324,"2014-07-05 13:17:44","and that will be the end of the we need","en",728,2232,"Sutton In Ashfield"
51.490099,-0.279142,"2014-07-07 13:47:03","Epic cycling Did a of TdF stage 2 today amp","en",516,27421,"Isleworth, London"
53.410408,-1.402625,"2014-07-06 12:29:31","but this As its my first Tour de France Im","en",392,4033,"Retford, Nottinghamshire "
51.416358,0.813663,"2014-07-14 13:25:17","Great view from 2 YB office TDF2014 TDFyorkshire leeds http","en",815,22239,"Kent"
0,0,"2014-07-05 19:19:06","Hello today was was in York I am a amp","en",2191,995,"Harrogate"
53.7472,-1.62776,"2014-07-06 14:34:16","here we are at Ripleycastle http","en",40,1015,""
54.191558,-1.330793,"2014-07-05 19:56:50","Another great day tdf http","en",37,419,""
0,0,"2014-07-07 04:57:09","C Froome R Porte G Thomas B Eisel M Nieve","en",441,5921,"Biggleswade uk"
53.822067,-1.522636,"2014-07-06 20:12:28","Tdf13 to Chamrousse Cmon Movistar dont make it a Tour","en",547,11943,"In Yorkshire for the TdF"
53.998687,-1.49771,"2014-07-05 04:27:45","so much for up DCFC are 10 thats what TdF","en",1096,33811,"Harrogate"
0,0,"2014-07-05 17:08:00","and that will be the end of the we need","en",469,110,"Kilkenny"
54.12551,-2.769485,"2014-07-01 21:50:57","Epic cycling Did a of TdF stage 2 today amp","en",1556,20270,"Lancashire"
